0.0110011 17
0.201634 23
0.39297 31
0.645595 56
121.946 63
123.395 66
137.314 68
197.51 73
200.163 76
202.625 78
317.574 85
317.694 90
379.019 97
383.308 98
413.12 99
498.582 101
499.059 102
499.766 105
508.122 107
620.761 111
621.068 115
738.809 116
739.709 117
740.121 118
740.33 119
746.295 121
763.21 123
861.565 125
870.364 126
870.753 129
880.179 131
981.621 133
988.889 134
1011.38 139
1083.6 152
1084.51 156
1085.38 161
1087.29 162
1158.38 163
1163.5 164
1165.22 166
1279.06 167
1279.78 171
1398.43 172
1414.69 173
1434.21 174
1571.85 176
1649.53 179
1765.59 181
1765.97 184
1885.52 188
2017.04 189
2048.31 194
2119.87 196
2135.95 197
2138.83 198
2239.78 200
2243.74 204
2365.44 206
2405.16 208
2483.07 209
2532.6 211
2657.9 213
2777.1 216
2846.06 217
2926 225
3047.04 226
3050.97 227
3080.43 229
3219.26 230
3222.23 231
3306.65 239
3379.34 242
3445.09 244
