0.149283 54
65.4132 57
628.874 60
688.289 63
1417.66 67
1640.21 70
1793.17 73
2139.42 76
2325.71 79
2360.86 82
2693.06 85
2825.36 88
3502 92
3529.61 96
3557.9 99
3574.42 102

