0.0263381 13
0.219743 27
0.312412 30
0.732216 72
0.759541 86
1.05798 89
1.24112 108
1.62793 118
1.85154 121
2.17469 129
3.21686 134
4.07805 138
5.17301 142
5.43515 145
5.74978 147
6.07163 149
7.81363 162
15.2636 171
15.3275 173
22.231 178
51.4312 179
192.633 186
197.022 187
342.992 190
349.734 192
351.805 193
351.884 195
361.539 196
362.128 197
363.934 203
373.072 205
504.344 208
508.41 212
508.506 216
516.051 221
528.809 222
796.641 224
802.535 226
804.544 227
808.603 228
810.704 232
834.496 234
837.193 235
1022.17 238
1032.03 244
1039.75 245
1084.35 247
1092.37 248
1096.61 250
1099.36 251
1104.2 252
1107.24 253
1173.26 254
1213.89 256
1416.75 261
1692.76 264
2230.5 266
2687.72 268
3261.85 269
